Crime,Date,Address,Lat,Long,Link
Robbery,04/15/10. 01:30 PM.,1700 BLOCK OF AUTOMATION PARKWAY SAN JOSE,37.3905016,-121.8844574,https://spotcrime.com/mobile/crime/?9885056-f06798413fbf5d6cc6c61914e7451932
Assault,04/15/10. 02:11 AM.,NORTH FOURTH AND EAST SANTA CLARA STREETS SAN JOSE,37.3376694,-121.8874026,https://spotcrime.com/mobile/crime/?9858828-e1e0927df481065ffa726bc6c714c2f4
Robbery,04/16/10. 02:11 AM.,NORTH FOURTH AND EAST SANTA CLARA STREETS SAN JOSE,37.3376694,-121.8874026,https://spotcrime.com/mobile/crime/?9833349-23c37723180ad2d307529504e386f622
Theft,04/17/10. 10:10 PM.,CAPITOL AND CROPLEY AVENUE SAN JOSE,37.4034654,-121.8820263,https://spotcrime.com/mobile/crime/?9904206-f836541fc10d3093c72f379ee8c84b82
Robbery,04/17/10. 09:31 AM.,1600 BLOCK OF STORY ROAD SAN JOSE,37.3397829,-121.8431092,https://spotcrime.com/mobile/crime/?9904205-348ef87c1eed0bfd59db2db1e73dfed6
Shooting,04/17/10. 02:38 AM.,THIRD AND SAN CARLOS STREET SAN JOSE,37.3325466,-121.8850306,https://spotcrime.com/mobile/crime/?9904204-2519eddd25946e9e68ca5efda95bf43c
Assault,04/17/10. 01:54 AM.,SOUTH FIRST AND SAN SALVADOR STREET SAN JOSE,37.3300215,-121.8860031,https://spotcrime.com/mobile/crime/?9904203-22a44b647867e14928e3e6ee38d7b749
Robbery,04/17/10. 12:56 AM.,PASEO DE SAN ANTONIO AND SECOND STREET SAN JOSE,37.3333642,-121.887088,https://spotcrime.com/mobile/crime/?9904202-b149ec17448af4a2492792324568f317
Robbery,04/18/10. 11:39 AM.,"2800 BLOCK OF STORY ROAD, SAN JOSE",37.3525815,-121.8242973,https://spotcrime.com/mobile/crime/?9904208-e2daf13d694241c6a12a0b29cf2d013d
Assault,04/20/10. 08:44 AM.,1000 BLOCK OF RAVENSCOURT AVENUE SAN JOSE,37.3004345,-121.9397755,https://spotcrime.com/mobile/crime/?9945291-db54ba538ffb2ea490b39a0b1bc26cdb
Robbery,04/20/10. 01:27 PM.,SOUTH SECOND AND SAN SALVADOR STREETS SAN JOSE,37.3305239,-121.8849444,https://spotcrime.com/mobile/crime/?9945290-d0565d3a50e27a30b651d3d4951f45ba
Burglary,04/20/10. ,SAFE HAVEN COURT AND BRODIE DRIVE SAN JOSE,37.2909484,-121.8241443,https://spotcrime.com/mobile/crime/?9945289-2cb4c68475bf52b8f018a25c997d3e61
Theft,04/20/10. ,1100 BLOCK OF KOTENBERG AVENUE SAN JOSE,37.3097172,-121.8982262,https://spotcrime.com/mobile/crime/?9945288-a16c6a3361171926290e35d5b54af916
Assault,04/20/10. 08:40 PM.,1200 BLOCK OF RAVENSCOURT AVENUE SAN JOSE,37.3036559,-121.939065,https://spotcrime.com/mobile/crime/?9900480-3acceea1b1a61062ac80b844f651bc64
Shooting,04/21/10. 09:30 PM.,WILLARD AVENUE AND SAN CARLOS STREET SAN JOSE,37.3234064,-121.9171647,https://spotcrime.com/mobile/crime/?9915711-cfbe6ba0b3470e85dfc3cab953a9d93c
Arrest,04/22/10. 12:31 AM.,BRANHAM LANE AND SNELL AVENUE SAN JOSE,37.2659291,-121.8311674,https://spotcrime.com/mobile/crime/?9945287-506f4e8db69eda58c21c2fb24f709793
Arrest,04/23/10. 07:41 PM.,KING ROAD AND LAVONNE AVENUE SAN JOSE,37.3442937,-121.8472586,https://spotcrime.com/mobile/crime/?10025675-2df00d144aa839995a64805142562fdf
Shooting,04/23/10. 04:40 PM.,3300 BLOCK OF WILLOW PASS ROAD SAN JOSE,37.9823261,-122.0176324,https://spotcrime.com/mobile/crime/?9943609-3699e5aa286ef37a2a0b43d78edf3c55
Arrest,04/24/10. 06:51 PM.,1600 BLOCK OF WESTHAVEN DRIVE SAN JOSE,37.4038929,-121.8621043,https://spotcrime.com/mobile/crime/?10025678-b390d837750e57df7d9e95a9363f5e2b
Assault,04/25/10. 11:31 PM.,ST. JOHN AND NORTH FIFTH STREETS SAN JOSE,37.3396871,-121.8874278,https://spotcrime.com/mobile/crime/?10025685-47a6881bb28f0536cf5018960901ca63
Burglary,04/25/10. 07:36 AM.,NORTH JACKSON AVENUE AND ALEXIAN DRIVE SAN JOSE,37.3608924,-121.8458871,https://spotcrime.com/mobile/crime/?10025681-de2b0151f344ba17c44f512bb48b9083
Arrest,04/26/10. 09:40 AM.,TERNER WAY AND PEARL AVENUE SAN JOSE,37.2562553,-121.8627955,https://spotcrime.com/mobile/crime/?10064408-60a846d06b994e62af0bcb3374126610
Assault,04/27/10. 10:11 AM.,700 BLOCK OF PARK AVENUE SAN JOSE,37.3263802,-121.900776,https://spotcrime.com/mobile/crime/?10064411-c3e0d1ff13a5a7dcdecb56e413648062
Arrest,04/27/10. 07:36 AM.,3200 BLOCK OF MOORPARK AVENUE SAN JOSE,37.3160497,-121.9514872,https://spotcrime.com/mobile/crime/?10064410-39cfbaa578b962e251a254c90bdf9840
Arrest,04/28/10. 06:29 AM.,MEADOWLANDS AND GRAND MEADOW LANE SAN JOSE,37.2784296,-121.7455051,https://spotcrime.com/mobile/crime/?10107542-5601e668c5ddff2b8eceb9840b8c720a
Assault,04/28/10. 12:42 AM.,QUIMBY AND SOUTH WHITE ROAD SAN JOSE,37.3249729,-121.7969198,https://spotcrime.com/mobile/crime/?10107541-e08eb4bcf6488e3bdf0838da88f5c7ae
Shooting,04/30/10. ,100 BLOCK OF W. ALMA AVE SAN JOSE,37.314883,-121.875734,https://spotcrime.com/mobile/crime/?10164070-f9667636d25bbac1b6286bf7b8f3f35b
Robbery,04/30/10. ,100 BLOCK OF WEST ALMA AVENUE SAN JOSE,37.31508966767816,-121.87599420547485,https://spotcrime.com/mobile/crime/?10159470-7cd1dba6bea1d69c3a21f643def6e26e
Vandalism,05/02/10. 04:47 PM.,600 BLOCK OF NEEDLES DRIVE SAN JOSE,37.316252,-121.8564722,https://spotcrime.com/mobile/crime/?10164075-6b5e48b5542b1ef5a65d2dc61c226f1b
Arrest,05/02/10. 04:30 AM.,400 BLOCK OF PAGE STREET SAN JOSE,37.3215783,-121.9154402,https://spotcrime.com/mobile/crime/?10164074-f6fcee51241f481329432fa5937b7a94
Arrest,05/02/10. 01:15 AM.,900 BLOCK OF BRANHAM LANE SAN JOSE,37.2653491,-121.8672926,https://spotcrime.com/mobile/crime/?10164073-7a68d4c2b6b279d571798feea867e2b6
Burglary,05/04/10. 11:20 AM.,BROADWAY AND LINCOLN AVENUE SAN JOSE,37.3107067,-121.9026895,https://spotcrime.com/mobile/crime/?10185749-b32f2dcfa1f559808efb54b811b86ed2
Theft,05/05/10. 03:50 AM.,"ALMADEN EXPRESSWAY AND VIA VALIENTE, SAN JOSE",37.2093928,-121.846167,https://spotcrime.com/mobile/crime/?10185751-7830c90b48ba0d42c27fabb708964730
Arrest,05/07/10. 07:10 AM.,NORMAN MINETA SAN JOSE INTERNATIONAL AIRPORT SAN JOSE,37.366695,-121.925906,https://spotcrime.com/mobile/crime/?10273510-4e4b4638eca7bc6a12c79f23a8e60ffd
Arrest,05/07/10. 01:00 PM.,PIEDMONT MIDDLE SCHOOL SAN JOSE,37.3927173,-121.8441211,https://spotcrime.com/mobile/crime/?10193920-339a5facbc203617cd6b2f2ffe17241d
Robbery,05/08/10. 09:48 PM.,400 BLOCK OF TOYON AVENUE SAN JOSE,37.381559,-121.8266442,https://spotcrime.com/mobile/crime/?10273539-41cda2268766d6982791286ea0d2e80f
Arrest,05/08/10. 04:10 PM.,1800 BLOCK OF LAVONNE AVENUE SAN JOSE,37.345067,-121.845595,https://spotcrime.com/mobile/crime/?10273534-0f7dafe5e6b4b151163a921d5b3c916a
Assault,05/08/10. 08:14 PM.,TULLY AND KING ROAD SAN JOSE,37.3224278,-121.825948,https://spotcrime.com/mobile/crime/?10273529-debbf5becfe976114b3859e82c96230b
Arrest,05/08/10. 07:29 PM.,MONTEREY ROAD AND SAN JOSE AVENUE SAN JOSE,37.3125202,-121.8701645,https://spotcrime.com/mobile/crime/?10273525-cb54bc496b8424a8149ff6692cd02cc1
Arrest,05/08/10. 01:57 AM.,WHITE ROAD AND ROSE AVENUE SAN JOSE,37.3645411,-121.8268249,https://spotcrime.com/mobile/crime/?10273520-6b4fd7b309fb72c787323e71962cd2f9
Assault,05/09/10. 02:29 AM.,5400 BLOCK OF MAYLAND AVENUE SAN JOSE,37.256099,-121.7970715,https://spotcrime.com/mobile/crime/?10273546-88a733a0518af555c1da67acbbe359e7
Theft,05/09/10. 05:25 AM.,1900 BLOCK OF COASTLAND AVENUE SAN JOSE,37.2985461,-121.8856764,https://spotcrime.com/mobile/crime/?10273544-4223649b5790a62bedf12254a217e8f0
Assault,05/10/10. 03:15 PM.,SENTER ROAD AND SYLVANDALE AVENUE SAN JOSE,37.2877784,-121.8278569,https://spotcrime.com/mobile/crime/?10289200-0e13d91a353033127fa913dbd8d97310
Robbery,05/10/10. 07:46 AM.,SENTER ROAD AND SEVEN TREES BOULEVARD SAN JOSE,37.2781101,-121.8321664,https://spotcrime.com/mobile/crime/?10289199-424f266cefd8ca959740a2fa3cce4d0b
Burglary,05/10/10. 02:06 AM.,5400 BLOCK OF SNELL AVENUE SAN JOSE,37.257492,-121.8307117,https://spotcrime.com/mobile/crime/?10273552-53463766cef7f2fd13dcdd87d20d4bfa
Arrest,05/10/10. 02:30 AM.,LONUS STREET AND LINCOLN AVE SAN JOSE,37.314882,-121.9059678,https://spotcrime.com/mobile/crime/?10273550-57a1c04b2016f0a23452f27becb9becc
Robbery,05/11/10. 03:30 PM.,800 BLOCK OF SOUTH FIRST STREET SAN JOSE,37.3240301,-121.8815227,https://spotcrime.com/mobile/crime/?10303764-a9e6262f2d99473d7f5fb4aaeb46e7c7
Burglary,05/12/10. 02:21 AM.,2800 BLOCK OF SENTER ROAD SAN JOSE,37.2995825,-121.839596,https://spotcrime.com/mobile/crime/?10303768-2d84697bf38056dbb039b60f892474f5
Arrest,05/13/10. 10:55 PM.,ALMA AVENUE AND MONTEREY ROAD SAN JOSE,37.3163813,-121.8740209,https://spotcrime.com/mobile/crime/?10405087-02265482c3f0c45d93877d413a76b6cf
Arrest,05/13/10. 05:45 PM.,JACKSON AND ALUM ROCK AVENUE SAN JOSE,37.3584777,-121.8434519,https://spotcrime.com/mobile/crime/?10405086-2167cb54d479f3b09a28a438cba5e81f
Arrest,05/14/10. 09:14 PM.,FIRST STREET AND EDWARDS AVENUE SAN JOSE,37.3218695,-121.8794549,https://spotcrime.com/mobile/crime/?10405091-76822fe437a23a1eb2b444010052952c
Arrest,05/14/10. 08:11 PM.,MILLBROOK DRIVE AND STEVENS LANE SAN JOSE,37.3210986,-121.7888005,https://spotcrime.com/mobile/crime/?10405090-4f1f5f9739c33cfe8ef88f01e19f905d
Assault,05/14/10. 01:49 AM.,2200 BLOCK OF MONTEREY ROAD SAN JOSE,37.2146088,-121.737225,https://spotcrime.com/mobile/crime/?10405088-f9965ecbfa74fb07d6b035a8ea3c7923
Assault,05/14/10. 05:39 PM.,CURTNER AVENUE AND MONTEREY ROAD SAN JOSE,37.3034999,-121.861211,https://spotcrime.com/mobile/crime/?10377799-40bd2df35faf9cc88a2c7fff1464f2b3
Assault,05/14/10. 05:41 PM.,SENTER ROAD AND TULLY ROAD SAN JOSE,37.3079506,-121.847526,https://spotcrime.com/mobile/crime/?10377797-37be2f1ffbb8fd67fc82c87f99d7d274
Robbery,05/15/10. 12:45 PM.,2600 BLOCK OF BERRYESSA ROAD SAN JOSE,37.3731579,-121.8737758,https://spotcrime.com/mobile/crime/?10405093-063c92cc0c2cf95865182e06b7b38316
Assault,05/15/10. 04:14 AM.,SECOND AND SAN SALVADOR STREETS SAN JOSE,37.3305239,-121.8849444,https://spotcrime.com/mobile/crime/?10405092-6f9141ccb86a25a1feb654aee92e5d47
Robbery,05/15/10. 07:11 PM.,1000 BLOCK OF LEIGH AVENUE SAN JOSE,37.2922124,-121.922587,https://spotcrime.com/mobile/crime/?10377800-dffc5325c17fde8be14ea2a1e7183ef0
Robbery,05/16/10. 01:00 AM.,800 BLOCK OF DELMAS AVENUE SAN JOSE,37.3199827,-121.8929219,https://spotcrime.com/mobile/crime/?10405096-416161e81c6b3f8bcde893bf8da27f9a
Shooting,05/16/10. 03:00 AM.,STORY AND KING ROADS SAN JOSE,37.3397962,-121.8431257,https://spotcrime.com/mobile/crime/?10347755-152abf0becc121261017de48e9770fea
Shooting,05/16/10. 03:00 AM.,STORY AND KING ROAD SAN JOSE,37.3397962,-121.8431257,https://spotcrime.com/mobile/crime/?10340971-942506bc9c057d029fd8e0d50ac67e9e
Robbery,05/17/10. 06:00 PM.,800 BLOCK OF BLOSSOM HILL ROAD SAN JOSE,37.2502304,-121.8528833,https://spotcrime.com/mobile/crime/?10451172-85552d93f8753b332b1455aa5c3750fb
Assault,05/17/10. 01:48 PM.,3500 BLOCK OF SQUIRECREEK CIRCLE SAN JOSE,37.3034471,-121.8107398,https://spotcrime.com/mobile/crime/?10451171-913de4d70a707fb0c38ec12ece84af0f
Arrest,05/17/10. 12:54 PM.,3000 BLOCK OF TOKAY WAY SAN JOSE,37.3488691,-121.7984543,https://spotcrime.com/mobile/crime/?10451170-2a9be6998033162a5d8e618680ffe74a
Arrest,05/17/10. 04:00 AM.,2400 BLOCK OF STEVENS CREEK BOULEVARD SAN JOSE,37.323076,-121.936368,https://spotcrime.com/mobile/crime/?10405099-760d7edb87b62fba375ae110f975ddf9
Robbery,05/17/10. 01:05 AM.,3600 BLOCK OF PEARL AVENUE SAN JOSE,37.2733507,-121.8694322,https://spotcrime.com/mobile/crime/?10405098-4a0923d605549c9fd588d4c59ce9a663
Assault,05/18/10. 06:25 PM.,WEST VIRGINIA STREET AND DELMAS AVENUE SAN JOSE,37.3199965,-121.8929406,https://spotcrime.com/mobile/crime/?10451176-0b906a09ed4bca16ff46db72cc7ae090
Robbery,05/18/10. 05:58 PM.,BERRYESSA AND CAPITOL EXPRESSWAY SAN JOSE,37.3864361,-121.8605909,https://spotcrime.com/mobile/crime/?10451175-8b7e489f63f727c1cedb8226391e9c62
Robbery,05/18/10. 02:36 AM.,100 BLOCK OF BANGOR AVENUE SAN JOSE,37.2485263,-121.8087299,https://spotcrime.com/mobile/crime/?10451174-e8414e0feac3b27c94619fae13aeff5b
Arrest,05/19/10. 08:00 AM.,1000 BLOCK OF SARATOGA AVENUE SAN JOSE,37.308071,-121.9775489,https://spotcrime.com/mobile/crime/?10455597-4b41a83f960bba30387e4b3716a1b9a3
Shooting,05/19/10. ,100 BLOCK OF ROSE LANE SAN JOSE,37.36133169902207,-121.8323814868927,https://spotcrime.com/mobile/crime/?10414980-8359ab3217928d236d5a4c048c60cd4e
Arrest,05/20/10. 08:05 PM.,1900 BLOCK OF QUIMBY ROAD SAN JOSE,37.3241834,-121.8184317,https://spotcrime.com/mobile/crime/?10520026-9d293d2ec51fe622d01d3baafc90e8cd
Theft,05/20/10. 01:32 AM.,SNELL AVENUE AND ROSENBAUM AVENUE SAN JOSE,37.273219,-121.83745,https://spotcrime.com/mobile/crime/?10455599-7dc9884d1b6dfe3064c21a87c4f2f7df
Robbery,05/20/10. 12:40 PM.,300 BLOCK OF COMMERCIAL STREET SAN JOSE,37.36006961246619,-121.90152883529663,https://spotcrime.com/mobile/crime/?10453949-33f8c35bd483aa8f7304d9ef89b10629
Shooting,05/21/10. ,SOUTH SEVENTH AND EAST REED STREETS SAN JOSE,37.3301149,-121.8774315,https://spotcrime.com/mobile/crime/?10651806-cda257f7e766b5b74bbed734b4b644e4
Robbery,05/21/10. 01:34 PM.,1100 BLOCK OF MCLAUGHLIN AVENUE SAN JOSE,37.3328141,-121.8536132,https://spotcrime.com/mobile/crime/?10651805-2128a635a4454d5574c7510a8c0dce4b
Burglary,05/21/10. 05:59 AM.,4100 BLOCK OF CRESCENDO AVENUE SAN JOSE,37.272954,-121.8412816,https://spotcrime.com/mobile/crime/?10651804-94001642fdb6e5701622584f01c9992c
Robbery,05/21/10. 10:37 PM.,200 BLOCK OF SOUTH JACKSON AVENUE SAN JOSE,37.3547834,-121.8399157,https://spotcrime.com/mobile/crime/?10539006-7720b133f9ad105baff8927bb872d61a
Burglary,05/21/10. 04:45 AM.,500 BLOCK OF UNIVERSITY AVENUE SAN JOSE,37.3451999,-121.9141191,https://spotcrime.com/mobile/crime/?10539005-6977f9d79cf4ea1e2be8ca60c370aa2d
Burglary,05/21/10. 03:54 AM.,2000 BLOCK OF SOUTHWEST EXPRESSWAY SAN JOSE,37.3012068,-121.9277316,https://spotcrime.com/mobile/crime/?10539004-773f0c20d46c9f399ed5f5ef7d508035
Shooting,05/21/10. 08:30 AM.,1600 BLOCK OF STORY ROAD SAN JOSE,37.3397829,-121.8431092,https://spotcrime.com/mobile/crime/?10520027-6da910141caa4d72652c84219ce9b6bd
Robbery,05/24/10. 09:27 PM.,SOUTH SECOND AND REED STREETS SAN JOSE,37.3275726,-121.882758,https://spotcrime.com/mobile/crime/?10539016-7e2ea0c4031046ed8fa30e4b830423e1
Assault,05/24/10. 08:08 PM.,100 BLOCK OF OAK STREET SAN JOSE,37.3218229,-121.8816358,https://spotcrime.com/mobile/crime/?10539015-151d22401593f2b9dab238a418f0d476
Arrest,05/24/10. 05:26 PM.,WILLOW AND LELONG STREETS SAN JOSE,37.3150528,-121.8885004,https://spotcrime.com/mobile/crime/?10539014-8b63954a5d6078087c4656dfb1ff8929
Arrest,05/24/10. 04:00 PM.,SECOND AND ST. JAMES STREETS SAN JOSE,37.3396215,-121.8916762,https://spotcrime.com/mobile/crime/?10539013-00d7d60f82edf675c1d57ffc53863b26
Burglary,05/24/10. 01:57 PM.,PROUD DRIVE AND PIEDMONT ROAD SAN JOSE,37.4058216,-121.8488814,https://spotcrime.com/mobile/crime/?10539012-bef508df4cd9b78ba92f92f1a6b45f70
Arrest,05/24/10. 10:05 PM.,WINCHESTER BOULEVARD AND PAYNE AVENUE SAN JOSE,37.3015606,-121.9500257,https://spotcrime.com/mobile/crime/?10539011-b49cfdc36c720d30cf5234e8be7ffb0b
Arrest,05/24/10. 11:22 AM.,WEST MISSION STREET AND GUADALUPE PARKWAY SAN JOSE,37.3483282,-121.9062858,https://spotcrime.com/mobile/crime/?10539010-3b4e68da1afa61ae19fee113a282ec03
Robbery,05/24/10. 10:08 AM.,600 BLOCK OF SUNSET AVENUE SAN JOSE,37.349042,-121.843348,https://spotcrime.com/mobile/crime/?10539009-b51821db9b8f50588997d3772f228437
Robbery,05/25/10. 05:00 AM.,SOUTH 13TH AND EAST SAN CARLOS STREETS SAN JOSE,37.3373946,-121.8745851,https://spotcrime.com/mobile/crime/?10539018-14c26829eda011e273c17a30de9e81be
Robbery,05/26/10. 04:20 PM.,1700 BLOCK OF MCLAUGHLIN AVENUE SAN JOSE,37.3258648,-121.8469323,https://spotcrime.com/mobile/crime/?10582185-eb98a642bacd48af5a150124e4a2d286
Assault,05/26/10. 12:20 AM.,1000 BLOCK OF EAST CAPITOL EXPRESSWAY SAN JOSE,37.3515883,-121.8271846,https://spotcrime.com/mobile/crime/?10552340-4d5ce718ab5c27f9a9917eb7001a76a8
Arrest,05/27/10. 08:49 PM.,100 BLOCK OF PRINDIVILLE COURT SAN JOSE,37.2318461,-121.7609641,https://spotcrime.com/mobile/crime/?10637894-06bf5fe052f5074e29df066f6a60c25a
Robbery,05/27/10. 02:05 PM.,600 BLOCK OF SYLVANDALE AVE SAN JOSE,37.2879779,-121.8223063,https://spotcrime.com/mobile/crime/?10637893-fa33a03cd262ab91f4568748ab2c4ab3
Shooting,05/27/10. 02:08 AM.,1600 BLOCK OF CAPITOL EXPRESSWAY SAN JOSE,37.3059501,-121.8121993,https://spotcrime.com/mobile/crime/?10637892-261655aacf8cdcec5dfc5dfcaae5cdf4
Robbery,05/27/10. 12:50 AM.,SANTA TERESA BOULEVARD AND MIYUKI DRIVE SAN JOSE,37.23652,-121.7936097,https://spotcrime.com/mobile/crime/?10582186-aa8bc46927338cb6918add847cda39f1
Burglary,05/28/10. 02:46 AM.,1600 BLOCK OF KINGMAN AVENUE SAN JOSE,37.3133419,-121.9204611,https://spotcrime.com/mobile/crime/?10637896-bf6a83078f7814275660ab892d6fd5f5
Theft,05/29/10. 08:42 AM.,700 BLOCK OF RIDDER PARK DRIVE SAN JOSE,37.3799599,-121.901862,https://spotcrime.com/mobile/crime/?10651809-8b7bfaa0d2fc150f7790a27e8f7f9c97
Robbery,05/31/10. 11:45 PM.,900 BLOCK OF LINCOLN AVENUE SAN JOSE,37.3141695,-121.9053847,https://spotcrime.com/mobile/crime/?10651814-55b69180b0b3c7f0801a5ede254d9936
Assault,05/31/10. 11:00 PM.,800 BLOCK OF PACIFIC AVENUE SAN JOSE,37.3245945,-121.9061135,https://spotcrime.com/mobile/crime/?10651813-ea9bbdcb5df7d7ac4b8874376dd76622
Arrest,05/31/10. 07:16 PM.,1100 BLOCK OF PLUM STREET SAN JOSE,37.3180299,-121.8805469,https://spotcrime.com/mobile/crime/?10651812-5dc1daada6841dd19e064bc59ded99ca
Robbery,06/01/10. ,100 BLOCK OF SOUTH MARKET STREET SAN JOSE,37.3336239,-121.8906867,https://spotcrime.com/mobile/crime/?10613906-de7e069fbdac4c0c9797986a93e75cdb
Assault,06/02/10. 04:30 PM.,900 BLOCK OF FELIPE AVENUE SAN JOSE,37.33733,-121.8517443,https://spotcrime.com/mobile/crime/?10637897-956214f6ee727ad8827bfbaa4cbe6329
Robbery,06/02/10. ,100 BLOCK OF SOUTH MARKET STREET SAN JOSE,37.3336239,-121.8906867,https://spotcrime.com/mobile/crime/?10615938-f524c79b9cd79fdb7440eba9e17e8361
Arrest,06/05/10. 02:43 PM.,WOOSTER AND TRIPP AVENUE SAN JOSE,37.3539515,-121.869963,https://spotcrime.com/mobile/crime/?10708298-cbc86cc3839773c900c19fbf5abbe6cf
Theft,06/05/10. 10:23 AM.,300 BLOCK OF SOUTH THIRD STREET SAN JOSE,37.3324499,-121.8849309,https://spotcrime.com/mobile/crime/?10708297-20b43674cb02454f57aad033457d4549
Assault,06/05/10. 06:34 AM.,300 BLOCK OF NORTH 10TH STREET SAN JOSE,37.3450905,-121.8842699,https://spotcrime.com/mobile/crime/?10708296-980ba7388d603fab0bec727f62b916ab
Robbery,06/05/10. 02:32 AM.,4200 BLOCK OF SENTER ROAD SAN JOSE,37.2804525,-121.823403,https://spotcrime.com/mobile/crime/?10708295-ae45117019ae02fa69274fb5e9316458
Robbery,06/05/10. 12:50 AM.,1300 BLOCK OF BLOSSOM HILL ROAD SAN JOSE,37.2467665,-121.8852969,https://spotcrime.com/mobile/crime/?10708294-d6f8902df177a36dfd9518130cec455d
Shooting,06/06/10. 09:40 PM.,LEEWARD DRIVE AND STORY ROAD SAN JOSE,37.3483058,-121.8305297,https://spotcrime.com/mobile/crime/?10708303-a7f61b0e3edfce4b3f5f302ce39d56d1
Assault,06/06/10. 02:00 PM.,ALVIN AVENUE AND FONTAINE ROAD SAN JOSE,37.3195095,-121.8279186,https://spotcrime.com/mobile/crime/?10708302-9a67e2e46590a2a61c10e5fc2eb2b011
Arrest,06/06/10. 12:06 PM.,ALUM ROCK AVENUE AND KING ROAD SAN JOSE,37.3528926,-121.8555282,https://spotcrime.com/mobile/crime/?10708301-5987ec09dcbcef4b156428fcd76af793
Shooting,06/06/10. 02:27 AM.,1700 BLOCK OF TAMPA SAN JOSE,37.3318018,-121.8364362,https://spotcrime.com/mobile/crime/?10708300-699ac6026fc6e7635b13e3c83f39b1c2
Assault,06/06/10. 12:40 AM.,2000 BLOCK OF RIGOLETTO DRIVE SAN JOSE,37.3216904,-121.8173198,https://spotcrime.com/mobile/crime/?10708299-eae5b20f32d2cb1f14fd907c349d4be0
Assault,06/07/10. 12:10 AM.,3300 BLOCK OF SAN FELIPE ROAD SAN JOSE,37.3140684,-121.7915255,https://spotcrime.com/mobile/crime/?10708305-67260288f8f86be6345a5d58e2716d2f
Assault,06/07/10. ,3300 BLOCK OF SAN FELIPE ROAD SAN JOSE,37.31345988674018,-121.79134368896484,https://spotcrime.com/mobile/crime/?10705631-45dcf78178040f7daf85b29f7d123e41
Shooting,06/07/10. 03:30 AM.,SAN TOMAS EXPRESSWAY SAN JOSE,37.31013195205534,-121.96312308311462,https://spotcrime.com/mobile/crime/?10705630-806b7fc78a29b25b26f97ca5f8e9b65b
Assault,06/08/10. 08:48 AM.,900 BLOCK OF CALIFORNIA AVENUE SAN JOSE,37.3046018,-121.892123,https://spotcrime.com/mobile/crime/?10766174-0fc32515ec9dd03e9ee099b6c8d41fd0
Vandalism,06/08/10. 05:36 PM.,1000 BLOCK OF SOUTH EIGHTH STREET SAN JOSE,37.3247183,-121.8719662,https://spotcrime.com/mobile/crime/?10766172-e379139b9e44835964c99fde7ee441ee
Arrest,06/09/10. 03:30 PM.,SECOND STREET AND FOUNTAIN ALLEY SAN JOSE,37.336213,-121.8891553,https://spotcrime.com/mobile/crime/?10779256-ad7edfc099d6c8979102651006609eec
Burglary,06/09/10. 11:30 AM.,400 BLOCK OF SOUTH 21ST STREET SAN JOSE,37.3397023,-121.8647538,https://spotcrime.com/mobile/crime/?10779255-4a2522a2121facf928a5ef35a13b2b3c
Robbery,06/09/10. 01:38 AM.,600 BLOCK OF BLOSSOM HILL ROAD SAN JOSE,37.2505174,-121.841863,https://spotcrime.com/mobile/crime/?10766170-24e69f46fc2dd8b3cb557b05a69fc069
Arrest,06/10/10. 07:52 PM.,OTHELLO AND ENESCO AVENUE SAN JOSE,37.3173865,-121.8187284,https://spotcrime.com/mobile/crime/?10863766-165bae27ecc133c8b63fd67911b7c797
Arrest,06/10/10. 10:31 AM.,SECOND AND EMPIRE STREETS SAN JOSE,37.3453161,-121.8959706,https://spotcrime.com/mobile/crime/?10846086-beb0a3ad9777d7a2d02f598adfc8d1d7
Theft,06/10/10. 12:38 AM.,2000 BLOCK OF STORY ROAD SAN JOSE,37.3436074,-121.8374765,https://spotcrime.com/mobile/crime/?10779258-0722437870d621f24989da6b4700b19d
Assault,06/11/10. 08:22 AM.,1600 BLOCK OF LUCRETIA AVENUE SAN JOSE,37.3256238,-121.8530203,https://spotcrime.com/mobile/crime/?10863769-67628d27ed097d2acd240c9db0a6e443
Arrest,06/11/10. 07:30 AM.,200 BLOCK OF BLOSSOM HILL ROAD SAN JOSE,37.2514121,-121.8127225,https://spotcrime.com/mobile/crime/?10863768-6a5b9cf70c322851d91a937686557171
Assault,06/11/10. 01:45 AM.,SANTA CLARA AND SECOND STREETS SAN JOSE,37.3366706,-121.8895049,https://spotcrime.com/mobile/crime/?10846088-d5b3fb8e45e84f36dc07dbd1482f2bef
Robbery,06/11/10. 12:00 AM.,3000 BLOCK OF SWEIGERT ROAD SAN JOSE,37.4122778,-121.8457082,https://spotcrime.com/mobile/crime/?10846087-c312766244cfc208736e42e0e8449351
Assault,06/12/10. 05:27 PM.,1500 BLOCK OF VIRGINIA PLACE SAN JOSE,37.34276,-121.853074,https://spotcrime.com/mobile/crime/?10863772-68709bee01075818ae5d21433eebb84d
Arrest,06/12/10. 12:53 PM.,1700 BLOCK OF STORY ROAD SAN JOSE,37.3398845,-121.8429586,https://spotcrime.com/mobile/crime/?10863771-4356317bff628386f5589cd7f8f6d897
Arrest,06/13/10. 03:18 PM.,400 BLOCK OF PAGE STREET SAN JOSE,37.3215783,-121.9154402,https://spotcrime.com/mobile/crime/?10863774-d926e79d3c62988a6ea4c86577f2db1d
